latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-14.585,141.877,334.7,1.2,1.1,2018-09-22,0105,T,82,6.0NRT,307.2,24.4,D
-14.587,141.888,333.1,1.2,1.1,2018-09-22,0105,T,75,6.0NRT,306.2,22,D
-14.595,141.875,361.2,1.2,1.1,2018-09-22,0105,T,100,6.0NRT,307.2,92.4,D
-14.597,141.886,353.8,1.2,1.1,2018-09-22,0105,T,96,6.0NRT,308.9,68.9,D
-13.861,136.751,324.5,1.2,1.1,2018-09-22,0105,T,56,6.0NRT,306.3,12.3,D
-13.786,136.213,326.9,1.3,1.1,2018-09-22,0105,T,64,6.0NRT,307.8,17.8,D
-14.621,141.849,333.2,1.2,1.1,2018-09-22,0105,T,80,6.0NRT,306.9,19.1,D
-13.853,136.499,336.5,1.2,1.1,2018-09-22,0105,T,82,6.0NRT,306.3,32.8,D
-13.855,136.51,331.2,1.2,1.1,2018-09-22,0105,T,73,6.0NRT,306.1,21.5,D
-13.942,136.62,332,1.2,1.1,2018-09-22,0105,T,77,6.0NRT,306.1,21.9,D
-13.967,136.632,324.9,1.2,1.1,2018-09-22,0105,T,37,6.0NRT,306.9,11.7,D
-13.968,136.643,334.5,1.2,1.1,2018-09-22,0105,T,80,6.0NRT,306.4,27.9,D
-13.978,136.641,324,1.2,1.1,2018-09-22,0105,T,27,6.0NRT,306.5,11.2,D
-14.025,136.623,333.3,1.2,1.1,2018-09-22,0105,T,62,6.0NRT,308.5,22.6,D
-14.043,136.609,333.3,1.2,1.1,2018-09-22,0105,T,72,6.0NRT,308.8,22,D
-14.046,136.613,328.1,1.2,1.1,2018-09-22,0105,T,69,6.0NRT,307.6,16.2,D
-14.06,136.577,333.3,1.2,1.1,2018-09-22,0105,T,78,6.0NRT,307.9,24.3,D
-13.72,134.233,326.4,1.7,1.3,2018-09-22,0105,T,68,6.0NRT,308.9,21.8,D
-15.3,145.141,328.6,2,1.4,2018-09-22,0105,T,78,6.0NRT,294.2,64.5,D
-15.296,144.897,316.4,1.9,1.4,2018-09-22,0105,T,20,6.0NRT,297.9,18.5,D
-15.298,144.915,324.4,2,1.4,2018-09-22,0105,T,72,6.0NRT,297.1,40,D
-15.319,144.986,325.9,2,1.4,2018-09-22,0105,T,62,6.0NRT,296.8,45.8,D
-15.321,145.004,320,2,1.4,2018-09-22,0105,T,42,6.0NRT,295,30.5,D
-15.303,144.926,318.8,2,1.4,2018-09-22,0105,T,36,6.0NRT,295.6,24.8,D
-15.324,144.997,324.2,2,1.4,2018-09-22,0105,T,71,6.0NRT,295.7,45.5,D
-15.06,142.768,328.3,1.4,1.2,2018-09-22,0105,T,74,6.0NRT,306.6,21.4,D
-15.061,142.78,330.3,1.4,1.2,2018-09-22,0105,T,77,6.0NRT,306.3,24,D
-15.063,142.793,326.7,1.4,1.2,2018-09-22,0105,T,61,6.0NRT,306.4,15.8,D
-15.095,142.712,322.6,1.4,1.2,2018-09-22,0105,T,44,6.0NRT,306.4,10,D
-15.302,143.957,325,1.7,1.3,2018-09-22,0105,T,66,6.0NRT,304.4,20.5,D
-15.304,143.972,324,1.7,1.3,2018-09-22,0105,T,37,6.0NRT,304.2,17.2,D
-15.328,143.985,343.3,1.7,1.3,2018-09-22,0105,T,90,6.0NRT,303.9,75.9,D
-15.33,144,362,1.7,1.3,2018-09-22,0105,T,100,6.0NRT,308.7,165.4,D
-15.332,144.016,335.7,1.7,1.3,2018-09-22,0105,T,84,6.0NRT,308,48.2,D
-15.342,143.999,327.1,1.7,1.3,2018-09-22,0105,T,61,6.0NRT,306.4,26.8,D
-15.346,144.03,330.3,1.7,1.3,2018-09-22,0105,T,75,6.0NRT,306.9,33.8,D
-15.353,143.997,325.6,1.7,1.3,2018-09-22,0105,T,65,6.0NRT,303.6,23.7,D
-15.355,144.013,346,1.7,1.3,2018-09-22,0105,T,92,6.0NRT,306.1,87.7,D
-15.357,144.028,325.7,1.7,1.3,2018-09-22,0105,T,45,6.0NRT,304.3,22.9,D
-15.73,145.036,323.8,2,1.4,2018-09-22,0105,T,66,6.0NRT,299.3,39.1,D
-13.575,130.686,321.9,3.2,1.7,2018-09-22,0105,T,58,6.0NRT,306.9,34.9,D
-14.209,132.776,329,2.2,1.4,2018-09-22,0105,T,74,6.0NRT,307.9,41.7,D
-13.949,130.534,323.2,3.2,1.7,2018-09-22,0105,T,46,6.0NRT,307.2,38.3,D
-13.954,130.563,323.7,3.2,1.7,2018-09-22,0105,T,47,6.0NRT,308.4,38,D
-13.951,130.558,325.3,3.2,1.7,2018-09-22,0105,T,67,6.0NRT,308.5,52.1,D
-15.533,135.734,333.8,1.3,1.1,2018-09-22,0105,T,80,6.0NRT,302.9,35.1,D
-15.535,135.746,331.9,1.3,1.1,2018-09-22,0105,T,77,6.0NRT,303.9,30.9,D
-15.543,135.793,351.9,1.3,1.1,2018-09-22,0105,T,95,6.0NRT,310,74.1,D
-15.544,135.805,371,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,318.4,147.6,D
-15.546,135.816,351.6,1.3,1.1,2018-09-22,0105,T,95,6.0NRT,316.2,71.8,D
-15.548,135.828,337.9,1.3,1.1,2018-09-22,0105,T,78,6.0NRT,313.5,33.7,D
-15.545,135.745,373.8,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,307.3,168.6,D
-15.547,135.756,350.6,1.3,1.1,2018-09-22,0105,T,94,6.0NRT,305.2,73.4,D
-15.549,135.768,328.6,1.3,1.1,2018-09-22,0105,T,63,6.0NRT,302.9,20.9,D
-15.551,135.78,328.2,1.3,1.1,2018-09-22,0105,T,49,6.0NRT,303.1,18.3,D
-15.553,135.791,341.9,1.3,1.1,2018-09-22,0105,T,88,6.0NRT,306.3,44,D
-15.554,135.803,405.6,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,318.9,381.3,D
-15.556,135.815,418.9,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,330,517,D
-15.558,135.826,359.9,1.3,1.1,2018-09-22,0105,T,99,6.0NRT,322.2,94.8,D
-15.56,135.838,346,1.3,1.1,2018-09-22,0105,T,90,6.0NRT,317.3,51.2,D
-15.559,135.766,356.6,1.3,1.1,2018-09-22,0105,T,98,6.0NRT,310.3,90.5,D
-15.561,135.778,343.8,1.3,1.1,2018-09-22,0105,T,89,6.0NRT,309.8,49.2,D
-15.563,135.79,348.1,1.3,1.1,2018-09-22,0105,T,92,6.0NRT,310.4,56.6,D
-15.564,135.801,345.8,1.3,1.1,2018-09-22,0105,T,91,6.0NRT,310.2,51,D
-15.566,135.813,354.5,1.3,1.1,2018-09-22,0105,T,96,6.0NRT,310.2,73.9,D
-15.568,135.825,382.4,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,314.2,200.4,D
-15.57,135.836,355.9,1.3,1.1,2018-09-22,0105,T,97,6.0NRT,315.3,79.3,D
-15.572,135.848,332.4,1.3,1.1,2018-09-22,0105,T,46,6.0NRT,313.4,19.6,D
-15.574,135.859,345.8,1.2,1.1,2018-09-22,0105,T,85,6.0NRT,314,48.4,D
-15.558,135.694,362.7,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,310.8,117.5,D
-15.559,135.706,415.3,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,324.7,492.4,D
-15.561,135.718,347.9,1.3,1.1,2018-09-22,0105,T,92,6.0NRT,314.7,62.2,D
-15.571,135.776,340.5,1.3,1.1,2018-09-22,0105,T,65,6.0NRT,312.1,34.9,D
-15.572,135.788,332.8,1.3,1.1,2018-09-22,0105,T,49,6.0NRT,312.2,16.3,D
-15.558,135.7,391.7,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,319.9,270.6,D
-15.56,135.712,379.2,1.3,1.1,2018-09-22,0105,T,100,6.0NRT,319.7,188,D
-15.569,135.77,338,1.3,1.1,2018-09-22,0105,T,66,6.0NRT,311.6,26.7,D
-15.571,135.782,337.7,1.3,1.1,2018-09-22,0105,T,83,6.0NRT,312.2,26,D
-15.573,135.794,327.3,1.3,1.1,2018-09-22,0105,T,15,6.0NRT,311.9,6.9,D
-15.568,135.698,343.2,1.3,1.1,2018-09-22,0105,T,78,6.0NRT,312.1,41,D
